,NObeyesdad
2996,1
2997,0
2998,4
2999,5
3000,4
3001,5
3002,4
3003,6
3004,1
3005,6
3006,1
3007,6
3008,1
3009,6
3010,3
3011,5
3012,6
3013,3
3014,0
3015,0
3016,5
3017,1
3018,3
3019,2
3020,6
3021,0
3022,5
3023,1
3024,4
3025,5
3026,3
3027,0
3028,5
3029,0
3030,1
3031,0
3032,5
3033,3
3034,0
3035,1
3036,6
3037,1
3038,2
3039,5
3040,1
3041,3
3042,5
3043,0
3044,4
3045,4
3046,6
3047,1
3048,1
3049,5
3050,4
3051,2
3052,3
3053,4
3054,0
3055,6
3056,6
3057,4
3058,6
3059,3
3060,6
3061,4
3062,2
3063,4
3064,5
3065,6
3066,2
3067,6
3068,0
3069,1
3070,3
3071,1
3072,1
3073,3
3074,3
3075,6
3076,6
3077,0
3078,4
3079,4
3080,5
3081,3
3082,3
3083,2
3084,3
3085,4
3086,0
3087,3
3088,5
3089,5
3090,1
3091,2
3092,6
3093,0
3094,0
3095,3
3096,5
3097,3
3098,6
3099,2
3100,6
3101,4
3102,4
3103,5
3104,6
3105,4
3106,1
3107,5
3108,3
3109,2
3110,5
3111,3
3112,5
3113,5
3114,2
3115,2
3116,1
3117,2
3118,4
3119,0
3120,5
3121,5
3122,6
3123,0
3124,1
3125,5
3126,0
3127,0
3128,4
3129,4
3130,0
3131,5
3132,5
3133,6
3134,6
3135,4
3136,2
3137,5
3138,2
3139,6
3140,0
3141,0
3142,3
3143,2
3144,4
3145,0
3146,0
3147,3
3148,5
3149,6
3150,5
3151,0
3152,4
3153,2
3154,0
3155,1
3156,3
3157,3
3158,1
3159,0
3160,5
3161,1
3162,0
3163,6
3164,6
3165,5
3166,3
3167,0
3168,0
3169,5
3170,5
3171,0
3172,5
3173,5
3174,2
3175,4
3176,1
3177,1
3178,1
3179,6
3180,1
3181,6
3182,1
3183,1
3184,1
3185,6
3186,4
3187,5
3188,6
3189,0
3190,3
3191,6
3192,5
3193,0
3194,5
3195,1
3196,5
3197,2
3198,6
3199,5
3200,0
3201,3
3202,1
3203,4
3204,4
3205,6
3206,3
3207,0
3208,1
3209,3
3210,6
3211,1
3212,3
3213,4
3214,4
3215,5
3216,5
3217,0
3218,2
3219,5
3220,6
3221,4
3222,6
3223,1
3224,6
3225,2
3226,4
3227,2
3228,1
3229,1
3230,1
3231,0
3232,1
3233,4
3234,0
3235,1
3236,0
3237,6
3238,5
3239,6
3240,1
3241,5
3242,0
3243,0
3244,6
3245,4
3246,0
3247,6
3248,6
3249,4
3250,0
3251,0
3252,0
3253,6
3254,6
3255,2
3256,2
3257,4
3258,6
3259,3
3260,0
3261,6
3262,3
3263,1
3264,4
3265,5
3266,1
3267,4
3268,1
3269,1
3270,3
3271,2
3272,3
3273,3
3274,4
3275,2
3276,1
3277,6
3278,5
3279,1
3280,0
3281,5
3282,6
3283,5
3284,0
3285,6
3286,2
3287,1
3288,0
3289,6
3290,6
3291,1
3292,6
3293,5
3294,0
3295,4
3296,6
3297,5
3298,3
3299,6
3300,2
3301,6
3302,5
3303,4
3304,6
3305,6
3306,3
3307,5
3308,3
3309,1
3310,6
3311,2
3312,1
3313,0
3314,5
3315,6
3316,2
3317,5
3318,6
3319,3
3320,6
3321,1
3322,5
3323,6
3324,6
3325,6
3326,3
3327,3
3328,3
3329,2
3330,1
3331,5
3332,5
3333,3
3334,2
3335,4
3336,2
3337,0
3338,4
3339,6
3340,4
3341,0
3342,6
3343,1
3344,1
3345,5
3346,5
3347,0
3348,6
3349,3
3350,0
3351,3
3352,3
3353,4
3354,6
3355,5
3356,1
3357,4
3358,6
3359,1
3360,6
3361,2
3362,2
3363,5
3364,4
3365,6
3366,0
3367,5
3368,2
3369,1
3370,3
3371,6
3372,6
3373,1
3374,1
3375,6
3376,5
3377,0
3378,0
3379,1
3380,1
3381,5
3382,5
3383,1
3384,4
3385,0
3386,5
3387,2
3388,6
3389,4
3390,6
3391,1
3392,6
3393,5
3394,4
3395,2
3396,1
3397,2
3398,2
3399,4
3400,6
3401,3
3402,2
3403,1
3404,4
3405,2
3406,4
3407,1
3408,6
3409,5
3410,6
3411,5
3412,0
3413,6
3414,3
3415,1
3416,6
3417,0
3418,2
3419,6
3420,4
3421,1
3422,4
3423,6
3424,1
3425,1
3426,5
3427,4
3428,5
3429,0
3430,5
3431,2
3432,5
3433,6
3434,1
3435,6
3436,6
3437,5
3438,6
3439,4
3440,4
3441,3
3442,4
3443,5
3444,0
3445,1
3446,4
3447,5
3448,0
3449,6
3450,0
3451,6
3452,3
3453,4
3454,5
3455,6
3456,5
3457,1
3458,3
3459,6
3460,1
3461,4
3462,5
3463,1
3464,3
3465,0
3466,3
3467,6
3468,6
3469,2
3470,6
3471,5
3472,4
3473,1
3474,3
3475,2
3476,5
3477,0
3478,1
3479,4
3480,0
3481,5
3482,5
3483,4
3484,5
3485,6
3486,6
3487,2
3488,4
3489,3
3490,3
3491,6
3492,6
3493,4
3494,0
3495,1
3496,0
3497,1
3498,4
3499,6
3500,3
3501,2
3502,6
3503,0
3504,4
3505,1
3506,1
3507,4
3508,1
3509,3
3510,5
3511,4
3512,4
3513,6
3514,4
3515,2
3516,4
3517,6
3518,2
3519,1
3520,1
3521,0
3522,2
3523,1
3524,1
3525,3
3526,3
3527,1
3528,1
3529,3
3530,4
3531,2
3532,5
3533,5
3534,4
3535,6
3536,5
3537,6
3538,6
3539,1
3540,2
3541,1
3542,6
3543,6
3544,0
3545,5
3546,3
3547,6
3548,5
3549,4
3550,1
3551,2
3552,4
3553,5
3554,1
3555,1
3556,2
3557,1
3558,6
3559,0
3560,4
3561,4
3562,0
3563,6
3564,4
3565,3
3566,3
3567,3
3568,6
3569,1
3570,5
3571,6
3572,2
3573,5
3574,4
3575,0
3576,2
3577,6
3578,5
3579,3
3580,0
3581,3
3582,2
3583,6
3584,3
3585,6
3586,6
3587,1
3588,3
3589,6
3590,5
3591,5
3592,0
3593,4
3594,2
3595,5
3596,1
3597,1
3598,5
3599,6
3600,5
3601,5
3602,6
3603,0
3604,6
3605,3
3606,1
3607,1
3608,2
3609,6
3610,4
3611,4
3612,0
3613,1
3614,1
3615,1
3616,1
3617,6
3618,0
3619,2
3620,0
3621,1
3622,5
3623,1
3624,4
3625,1
3626,3
3627,1
3628,1
3629,6
3630,5
3631,5
3632,1
3633,3
3634,1
3635,4
3636,6
3637,3
3638,6
3639,4
3640,3
3641,3
3642,1
3643,5
3644,2
3645,0
3646,2
3647,4
3648,5
3649,2
3650,1
3651,5
3652,6
3653,3
3654,3
3655,5
3656,5
3657,1
3658,6
3659,4
3660,6
3661,1
3662,1
3663,6
3664,0
3665,1
3666,2
3667,4
3668,3
3669,0
3670,6
3671,5
3672,1
3673,6
3674,1
3675,4
3676,5
3677,3
3678,1
3679,4
3680,6
3681,5
3682,6
3683,6
3684,4
3685,0
3686,6
3687,0
3688,5
3689,0
3690,2
3691,1
3692,5
3693,4
3694,5
3695,6
3696,2
3697,0
3698,0
3699,3
3700,6
3701,6
3702,5
3703,2
3704,1
3705,0
3706,2
3707,2
3708,0
3709,4
3710,4
3711,0
3712,1
3713,6
3714,3
3715,3
3716,4
3717,4
3718,2
3719,6
3720,6
3721,4
3722,2
3723,2
3724,5
3725,5
3726,1
3727,6
3728,6
3729,3
3730,6
3731,6
3732,2
3733,6
3734,6
3735,4
3736,2
3737,6
3738,6
3739,2
3740,1
3741,4
3742,5
3743,3
3744,1
3745,4
3746,2
3747,1
3748,1
3749,5
3750,6
3751,3
3752,3
3753,3
3754,1
3755,0
3756,6
3757,6
3758,5
3759,6
3760,5
3761,0
3762,3
3763,6
3764,2
3765,1
3766,6
3767,1
3768,4
3769,4
3770,1
3771,0
3772,3
3773,2
3774,5
3775,5
3776,6
3777,0
3778,0
3779,6
3780,1
3781,2
3782,4
3783,2
3784,2
3785,3
3786,1
3787,0
3788,6
3789,5
3790,6
3791,0
3792,4
3793,5
3794,4
3795,1
3796,2
3797,0
3798,2
3799,2
3800,1
3801,4
3802,6
3803,4
3804,3
3805,3
3806,5
3807,5
3808,6
3809,1
3810,6
3811,6
3812,1
3813,3
3814,0
3815,2
3816,1
3817,4
3818,4
3819,5
3820,5
3821,1
3822,6
3823,5
3824,6
3825,5
3826,5
3827,4
3828,6
3829,5
3830,1
3831,5
3832,2
3833,3
3834,6
3835,5
3836,2
3837,6
3838,2
3839,6
3840,1
3841,6
3842,1
3843,1
3844,5
3845,2
3846,4
3847,2
3848,2
3849,0
3850,4
3851,4
3852,2
3853,6
3854,0
3855,6
3856,4
3857,6
3858,1
3859,5
3860,6
3861,4
3862,5
3863,5
3864,2
3865,0
3866,6
3867,1
3868,1
3869,5
3870,6
3871,6
3872,0
3873,4
3874,5
3875,1
3876,5
3877,5
3878,4
3879,0
3880,5
3881,1
3882,3
3883,5
3884,1
3885,5
3886,5
3887,1
3888,2
3889,6
3890,4
3891,1
3892,6
3893,3
3894,2
3895,4
3896,4
3897,2
3898,3
3899,6
3900,3
3901,5
3902,1
3903,0
3904,2
3905,4
3906,5
3907,6
3908,3
3909,2
3910,6
3911,1
3912,0
3913,0
3914,6
3915,4
3916,5
3917,3
3918,4
3919,6
3920,1
3921,0
3922,1
3923,6
3924,0
3925,1
3926,1
3927,4
3928,4
3929,5
3930,1
3931,3
3932,5
3933,5
3934,5
3935,3
3936,5
3937,4
3938,6
3939,1
3940,5
3941,5
3942,0
3943,2
3944,6
3945,6
3946,6
3947,0
3948,6
3949,5
3950,0
3951,0
3952,1
3953,6
3954,4
3955,1
3956,6
3957,5
3958,4
3959,5
3960,2
3961,2
3962,1
3963,0
3964,3
3965,5
3966,4
3967,6
3968,2
3969,0
3970,4
3971,2
3972,6
3973,3
3974,3
3975,6
3976,6
3977,3
3978,2
3979,1
3980,6
3981,3
3982,5
3983,0
3984,6
3985,6
3986,4
3987,3
3988,3
3989,6
3990,2
3991,1
3992,6
3993,0
3994,6
3995,3
3996,0
3997,0
3998,0
3999,0
4000,5
4001,6
4002,1
4003,1
4004,3
4005,6
4006,4
4007,1
4008,3
4009,3
4010,0
4011,4
4012,6
4013,1
4014,6
4015,1
4016,1
4017,1
4018,4
4019,5
4020,3
4021,3
4022,1
4023,6
4024,6
4025,5
4026,4
4027,2
4028,5
4029,6
4030,6
4031,0
4032,2
4033,5
4034,1
4035,0
4036,3
4037,2
4038,2
4039,1
4040,3
4041,4
4042,0
4043,0
4044,5
4045,1
4046,3
4047,4
4048,6
4049,0
4050,1
4051,2
4052,6
4053,3
4054,0
4055,1
4056,1
4057,3
4058,1
4059,6
4060,4
4061,2
4062,4
4063,1
4064,2
4065,0
4066,4
4067,2
4068,6
4069,0
4070,1
4071,4
4072,1
4073,2
4074,4
4075,2
4076,3
4077,1
4078,1
4079,1
4080,5
4081,6
4082,5
4083,1
4084,1
4085,1
4086,6
4087,0
4088,1
4089,2
4090,4
4091,2
4092,5
4093,1
4094,0
4095,2
4096,4
4097,2
4098,2
4099,4
4100,6
4101,5
4102,2
4103,1
4104,3
4105,2
4106,1
4107,1
4108,1
4109,5
4110,5
4111,5
4112,6
4113,0
4114,0
4115,6
4116,4
4117,3
4118,6
4119,6
4120,2
4121,4
4122,4
4123,0
4124,6
4125,4
4126,3
4127,4
4128,0
4129,0
4130,6
4131,2
4132,3
4133,5
4134,1
4135,6
4136,0
4137,1
4138,0
4139,4
4140,4
4141,2
4142,6
4143,1
4144,2
4145,6
4146,2
4147,3
4148,5
4149,5
4150,6
4151,2
4152,6
4153,0
4154,1
4155,4
4156,3
4157,5
4158,4
4159,5
4160,1
4161,0
4162,4
4163,4
4164,4
4165,2
4166,6
4167,0
4168,2
4169,1
4170,3
4171,6
4172,3
4173,5
4174,1
4175,2
4176,3
4177,4
4178,5
4179,5
4180,3
4181,2
4182,2
4183,3
4184,0
4185,0
4186,5
4187,6
4188,1
4189,2
4190,0
4191,0
4192,3
4193,4
4194,4
4195,4
4196,4
4197,2
4198,5
4199,4
4200,4
4201,5
4202,0
4203,2
4204,3
4205,3
4206,6
4207,4
4208,4
4209,5
4210,5
4211,2
4212,6
4213,5
4214,5
4215,1
4216,6
4217,6
4218,6
4219,3
4220,1
4221,6
4222,1
4223,3
4224,1
4225,3
4226,4
4227,2
4228,0
4229,5
4230,3
4231,0
4232,3
4233,1
4234,5
4235,4
4236,0
4237,3
4238,0
4239,1
4240,4
4241,3
4242,5
4243,5
4244,3
4245,2
4246,0
4247,6
4248,2
4249,4
4250,5
4251,0
4252,3
4253,2
4254,1
4255,0
4256,1
4257,4
4258,6
4259,0
4260,3
4261,0
4262,3
4263,2
4264,6
4265,3
4266,6
4267,5
4268,3
4269,6
4270,2
4271,3
4272,4
4273,5
4274,1
4275,3
4276,6
4277,1
4278,6
4279,3
4280,5
4281,0
4282,4
4283,3
4284,5
4285,5
4286,4
4287,4
4288,5
4289,1
4290,6
4291,1
4292,5
4293,5
4294,2
4295,2
4296,3
4297,4
4298,5
4299,0
4300,6
4301,6
4302,6
4303,2
4304,1
4305,1
4306,5
4307,2
4308,6
4309,0
4310,5
4311,3
4312,6
4313,0
4314,5
4315,5
4316,0
4317,1
4318,4
4319,5
4320,0
4321,3
4322,6
4323,6
4324,3
4325,6
4326,2
4327,3
4328,6
4329,4
4330,1
4331,0
4332,0
4333,5
4334,3
4335,0
4336,4
4337,3
4338,4
4339,3
4340,5
4341,0
4342,2
4343,6
4344,5
4345,3
4346,4
4347,2
4348,6
4349,1
4350,0
4351,2
4352,3
4353,5
4354,2
4355,4
4356,6
4357,0
4358,4
4359,0
4360,6
4361,1
4362,2
4363,6
4364,0
4365,6
4366,0
4367,2
4368,6
4369,3
4370,1
4371,6
4372,4
4373,0
4374,6
4375,5
4376,2
4377,5
4378,6
4379,6
4380,5
4381,0
4382,3
4383,0
4384,6
4385,4
4386,6
4387,2
4388,1
4389,3
4390,2
4391,4
4392,1
4393,1
4394,3
4395,3
4396,4
4397,0
4398,2
4399,1
4400,4
4401,5
4402,1
4403,6
4404,3
4405,2
4406,4
4407,5
4408,3
4409,0
4410,2
4411,5
4412,1
4413,3
4414,2
4415,2
4416,3
4417,6
4418,0
4419,1
4420,0
4421,6
4422,5
4423,4
4424,6
4425,3
4426,1
4427,2
4428,4
4429,1
4430,3
4431,6
4432,2
4433,2
4434,3
4435,1
4436,1
4437,2
4438,6
4439,3
4440,4
4441,6
4442,2
4443,6
4444,4
4445,4
4446,6
4447,6
4448,4
4449,0
4450,1
4451,3
4452,6
4453,4
4454,3
4455,0
4456,6
4457,1
4458,0
4459,1
4460,1
4461,6
4462,1
4463,3
4464,6
4465,6
4466,3
4467,3
4468,1
4469,5
4470,6
4471,6
4472,0
4473,5
4474,6
4475,0
4476,5
4477,6
4478,6
4479,0
4480,6
4481,6
4482,6
4483,3
4484,1
4485,5
4486,2
4487,6
4488,3
4489,3
4490,1
4491,4
4492,1
4493,3
4494,2
4495,2
4496,2
4497,6
4498,2
4499,3
4500,6
4501,5
4502,0
4503,6
4504,2
4505,5
4506,6
4507,1
4508,2
4509,4
4510,0
4511,3
4512,1
4513,0
4514,0
4515,6
4516,3
4517,6
4518,6
4519,5
4520,1
4521,0
4522,5
4523,0
4524,2
4525,0
4526,4
4527,3
4528,1
4529,4
4530,6
4531,1
4532,4
4533,4
4534,0
4535,5
4536,6
4537,5
4538,5
4539,4
4540,1
4541,1
4542,0
4543,3
4544,2
4545,5
4546,1
4547,6
4548,2
4549,6
4550,4
4551,2
4552,0
4553,1
4554,4
4555,4
4556,1
4557,3
4558,3
4559,0
4560,1
4561,5
4562,5
4563,6
4564,5
4565,0
4566,5
4567,1
4568,6
4569,6
4570,5
4571,3
4572,4
4573,5
4574,4
4575,5
4576,6
4577,1
4578,3
4579,5
4580,2
4581,2
4582,1
4583,6
4584,4
4585,6
4586,2
4587,2
4588,4
4589,6
4590,4
4591,6
4592,3
4593,6
4594,5
4595,4
4596,6
4597,4
4598,4
4599,5
4600,6
4601,4
4602,1
4603,3
4604,0
4605,3
4606,2
4607,6
4608,5
4609,5
4610,5
4611,3
4612,3
4613,1
4614,2
4615,4
4616,2
4617,5
4618,6
4619,6
4620,1
4621,4
4622,0
4623,2
4624,3
4625,4
4626,1
4627,6
4628,6
4629,5
4630,2
4631,0
4632,1
4633,0
4634,0
4635,6
4636,6
4637,0
4638,3
4639,5
4640,3
4641,4
4642,6
4643,0
4644,6
4645,4
4646,6
4647,4
4648,3
4649,4
4650,4
4651,2
4652,2
4653,3
4654,3
4655,0
4656,6
4657,0
4658,6
4659,5
4660,2
4661,2
4662,0
4663,6
4664,4
4665,1
4666,6
4667,5
4668,5
4669,5
4670,1
4671,2
4672,0
4673,5
4674,1
4675,3
4676,2
4677,3
4678,6
4679,5
4680,4
4681,6
4682,3
4683,1
4684,3
4685,5
4686,4
4687,0
4688,0
4689,6
4690,2
4691,1
4692,4
4693,1
4694,5
4695,5
4696,3
4697,5
4698,0
4699,5
4700,5
4701,1
4702,5
4703,3
4704,6
4705,0
4706,6
4707,1
4708,6
4709,1
4710,5
4711,5
4712,5
4713,6
4714,4
4715,6
4716,1
4717,4
4718,5
4719,5
4720,1
4721,6
4722,0
4723,3
4724,6
4725,6
4726,3
4727,4
4728,2
4729,1
4730,5
4731,1
4732,1
4733,5
4734,0
4735,0
4736,6
4737,5
4738,6
4739,4
4740,6
4741,2
4742,2
4743,0
4744,0
4745,6
4746,6
4747,6
4748,5
4749,1
4750,1
4751,6
4752,0
4753,3
4754,3
4755,3
4756,3
4757,5
4758,2
4759,6
4760,4
4761,5
4762,4
4763,4
4764,1
4765,3
4766,4
4767,2
4768,6
4769,6
4770,4
4771,1
4772,6
4773,4
4774,1
4775,4
4776,3
4777,1
4778,0
4779,0
4780,6
4781,6
4782,6
4783,6
4784,2
4785,2
4786,5
4787,3
4788,0
4789,5
4790,0
4791,5
4792,6
4793,5
4794,0
4795,6
4796,0
4797,1
4798,6
4799,1
4800,0
4801,1
4802,3
4803,0
4804,0
4805,6
4806,6
4807,5
4808,5
4809,2
4810,1
4811,4
4812,5
4813,6
4814,2
4815,0
4816,0
4817,0
4818,6
4819,0
4820,6
4821,5
4822,1
4823,1
4824,2
4825,6
4826,1
4827,5
4828,3
4829,2
4830,6
4831,6
4832,4
4833,5
4834,0
4835,1
4836,2
4837,2
4838,3
4839,0
4840,2
4841,1
4842,4
4843,3
4844,5
4845,4
4846,4
4847,1
4848,2
4849,2
4850,0
4851,6
4852,1
4853,3
4854,4
4855,3
4856,3
4857,6
4858,6
4859,1
4860,0
4861,1
4862,6
4863,4
4864,6
4865,1
4866,5
4867,4
4868,4
4869,6
4870,4
4871,5
4872,0
4873,0
4874,6
4875,6
4876,5
4877,2
4878,1
4879,0
4880,1
4881,1
4882,3
4883,4
4884,0
4885,6
4886,6
4887,3
4888,5
4889,5
4890,4
4891,5
4892,6
4893,1
4894,6
4895,1
4896,5
4897,3
4898,3
4899,3
4900,2
4901,1
4902,5
4903,0
4904,0
4905,5
4906,4
4907,0
4908,4
4909,2
4910,2
4911,4
4912,6
4913,6
4914,0
4915,6
4916,1
4917,4
4918,3
4919,3
4920,5
4921,3
4922,5
4923,1
4924,2
4925,3
4926,1
4927,1
4928,4
4929,4
4930,0
4931,1
4932,0
4933,0
4934,4
4935,4
4936,4
4937,4
4938,3
4939,5
4940,3
4941,4
4942,6
4943,2
4944,3
4945,3
4946,4
4947,2
4948,0
4949,1
4950,3
4951,5
4952,2
4953,1
4954,1
4955,2
4956,6
4957,1
4958,5
4959,0
4960,4
4961,0
4962,4
4963,1
4964,1
4965,4
4966,0
4967,1
4968,1
4969,1
4970,4
4971,0
4972,3
4973,0
4974,3
4975,0
4976,2
4977,6
4978,4
4979,0
4980,3
4981,2
4982,5
4983,1
4984,6
4985,0
4986,6
4987,3
4988,0
4989,4
4990,2
4991,1
4992,2
4993,4
4994,6
4995,5
4996,2
4997,2
4998,0
4999,3
5000,1
5001,2
5002,5
5003,2
5004,0
5005,4
5006,4
5007,5
5008,6
5009,2
5010,4
5011,6
5012,1
5013,6
5014,0
5015,1
5016,1
5017,1
5018,1
5019,3
5020,2
5021,3
5022,6
5023,2
5024,2
5025,5
5026,1
5027,2
5028,2
5029,4
5030,3
5031,2
5032,3
5033,3
5034,6
5035,4
5036,6
5037,4
5038,2
5039,0
5040,3
5041,4
5042,3
5043,2
5044,3
5045,1
5046,6
5047,0
5048,2
5049,6
5050,4
5051,3
5052,2
5053,5
5054,5
5055,0
5056,2
5057,1
5058,2
5059,6
5060,3
5061,1
5062,4
5063,6
5064,0
5065,1
5066,1
5067,1
5068,6
5069,2
5070,1
5071,1
5072,2
5073,4
5074,6
5075,2
5076,3
5077,2
5078,3
5079,4
5080,5
5081,3
5082,3
5083,2
5084,3
5085,2
5086,6
5087,5
5088,3
5089,3
5090,4
5091,2
5092,4
5093,3
5094,3
5095,5
5096,2
5097,2
5098,4
5099,6
5100,6
5101,2
5102,0
5103,5
5104,1
5105,6
5106,3
5107,6
5108,6
5109,5
5110,6
5111,3
5112,4
5113,5
5114,1
5115,3
5116,1
5117,6
5118,4
5119,6
5120,5
5121,1
5122,5
5123,5
5124,2
5125,6
5126,1
5127,6
5128,3
5129,5
5130,6
5131,2
5132,1
5133,6
5134,5
5135,2
5136,4
5137,1
5138,1
5139,3
5140,5
5141,6
5142,6
5143,5
5144,3
5145,4
5146,4
5147,5
5148,3
5149,5
5150,0
5151,1
5152,6
5153,6
5154,4
5155,5
5156,2
5157,6
5158,3
5159,4
5160,1
5161,5
5162,2
5163,4
5164,0
5165,0
5166,5
5167,6
5168,3
5169,1
5170,6
5171,1
5172,4
5173,2
5174,4
5175,4
5176,5
5177,3
5178,4
5179,1
5180,2
5181,1
5182,2
5183,0
5184,1
5185,4
5186,6
5187,3
5188,2
5189,5
5190,5
5191,6
5192,6
5193,0
5194,6
5195,5
5196,2
5197,2
5198,5
5199,1
5200,1
5201,3
5202,2
5203,0
5204,2
5205,4
5206,5
5207,5
5208,4
5209,4
5210,1
5211,3
5212,6
5213,1
5214,5
5215,3
5216,2
5217,2
5218,1
5219,3
5220,0
5221,0
5222,0
5223,4
5224,4
5225,3
5226,5
5227,6
5228,3
5229,1
5230,4
5231,6
5232,1
5233,6
5234,1
5235,3
5236,3
5237,1
5238,1
5239,1
5240,0
5241,5
5242,3
5243,0
5244,1
5245,5
5246,0
5247,1
5248,6
5249,6
5250,1
5251,5
5252,5
5253,2
5254,6
5255,0
5256,3
5257,0
5258,3
5259,0
5260,2
5261,0
5262,6
5263,6
5264,4
5265,5
5266,3
5267,4
5268,1
5269,3
5270,0
5271,6
5272,5
5273,0
5274,3
5275,2
5276,1
5277,6
5278,5
5279,6
5280,4
5281,4
5282,4
5283,0
5284,3
5285,4
5286,1
5287,0
5288,4
5289,5
5290,2
5291,0
5292,1
5293,6
5294,3
5295,3
5296,0
5297,1
5298,4
5299,2
5300,3
5301,1
5302,6
5303,5
5304,5
5305,1
5306,3
5307,5
5308,3
5309,2
5310,1
5311,0
5312,0
5313,3
5314,6
5315,1
5316,3
5317,1
5318,2
5319,6
5320,0
5321,4
5322,2
5323,4
5324,4
5325,6
5326,0
5327,3
5328,6
5329,3
5330,5
5331,4
5332,2
5333,6
5334,6
5335,1
5336,4
5337,1
5338,2
5339,1
5340,4
5341,6
5342,5
5343,4
5344,6
5345,5
5346,2
5347,5
5348,5
5349,2
5350,0
5351,1
5352,6
5353,4
5354,1
5355,2
5356,1
5357,3
5358,3
5359,0
5360,0
5361,1
5362,6
5363,1
5364,6
5365,6
5366,1
5367,6
5368,0
5369,0
5370,6
5371,2
5372,6
5373,5
5374,6
5375,5
5376,6
5377,1
5378,6
5379,1
5380,2
5381,4
5382,5
5383,5
5384,5
5385,2
5386,4
5387,6
5388,0
5389,3
5390,5
5391,1
5392,0
5393,1
5394,3
5395,2
5396,1
5397,3
5398,6
5399,5
5400,6
5401,4
5402,0
5403,3
5404,5
5405,0
5406,6
5407,3
5408,5
5409,1
5410,1
5411,1
5412,6
5413,4
5414,0
5415,3
5416,0
5417,5
5418,3
5419,5
5420,6
5421,6
5422,2
5423,6
5424,0
5425,1
5426,1
5427,1
5428,1
5429,1
5430,4
5431,0
5432,2
5433,0
5434,2
5435,6
5436,4
5437,0
5438,4
5439,5
5440,4
5441,2
5442,0
5443,4
5444,4
5445,6
5446,5
5447,0
5448,0
5449,3
5450,4
5451,5
5452,1
5453,6
5454,6
5455,4
5456,6
5457,3
5458,0
5459,2
5460,2
5461,5
5462,6
5463,2
5464,0
5465,2
5466,5
5467,0
5468,1
5469,6
5470,2
5471,1
5472,6
5473,4
5474,4
5475,6
5476,3
5477,1
5478,1
5479,1
5480,0
5481,5
5482,1
5483,3
5484,0
5485,1
5486,4
5487,2
5488,2
5489,3
5490,1
5491,1
5492,3
5493,2
5494,1
5495,1
5496,4
5497,1
5498,1
5499,1
5500,6
5501,2
5502,4
5503,6
5504,6
5505,0
5506,5
5507,1
5508,1
5509,6
5510,4
5511,1
5512,4
5513,1
5514,1
5515,5
5516,0
5517,5
5518,4
5519,4
5520,3
5521,3
5522,4
5523,0
5524,3
5525,6
5526,1
5527,1
5528,4
5529,6
5530,0
5531,1
5532,5
5533,4
5534,4
5535,1
5536,6
5537,0
5538,5
5539,2
5540,2
5541,1
5542,5
5543,4
5544,6
5545,3
5546,0
5547,5
5548,5
5549,1
5550,4
5551,4
5552,4
5553,0
5554,2
5555,2
5556,2
5557,3
5558,4
5559,2
5560,0
5561,0
5562,1
5563,4
5564,5
5565,2
5566,4
5567,1
5568,0
5569,0
5570,6
5571,5
5572,4
5573,1
5574,5
5575,6
5576,0
5577,3
5578,4
5579,5
5580,6
5581,3
5582,1
5583,1
5584,0
5585,1
5586,6
5587,2
5588,6
5589,0
5590,6
5591,0
5592,1
5593,4
5594,2
5595,0
5596,1
5597,5
5598,2
5599,0
5600,1
5601,1
5602,5
5603,4
5604,5
5605,2
5606,3
5607,2
5608,6
5609,6
5610,3
5611,6
5612,5
5613,4
5614,3
5615,2
5616,0
5617,5
5618,6
5619,2
5620,3
5621,5
5622,6
5623,3
5624,1
5625,4
5626,4
5627,5
5628,2
5629,1
5630,4
5631,2
5632,1
5633,4
5634,0
5635,2
5636,2
5637,1
5638,3
5639,0
5640,0
5641,5
5642,1
5643,4
5644,3
5645,4
5646,4
5647,5
5648,0
5649,1
5650,4
5651,4
5652,0
5653,2
5654,4
5655,5
5656,3
5657,4
5658,3
5659,0
5660,3
5661,5
5662,2
5663,6
5664,0
5665,1
5666,5
5667,1
5668,6
5669,0
5670,6
5671,5
5672,0
5673,5
5674,6
5675,3
5676,0
5677,1
5678,2
5679,2
5680,0
5681,0
5682,3
5683,4
5684,1
5685,5
5686,6
5687,5
5688,6
5689,6
5690,3
5691,2
5692,2
5693,0
5694,6
5695,0
5696,6
5697,0
5698,5
5699,0
5700,4
5701,4
5702,1
5703,0
5704,2
5705,1
5706,2
5707,6
5708,4
5709,1
5710,1
5711,1
5712,4
5713,5
5714,6
5715,1
5716,5
5717,5
5718,6
5719,1
5720,5
5721,6
5722,3
5723,6
5724,2
5725,4
5726,1
5727,6
5728,3
5729,6
5730,1
5731,5
5732,3
5733,5
5734,3
5735,5
5736,5
5737,1
5738,5
5739,3
5740,6
5741,6
5742,6
5743,2
5744,6
5745,3
5746,4
5747,1
5748,3
5749,4
5750,1
5751,5
5752,4
5753,4
5754,5
5755,5
5756,6
5757,0
5758,4
5759,3
5760,4
5761,0
5762,0
5763,4
5764,5
5765,0
5766,1
5767,3
5768,0
5769,2
5770,1
5771,1
5772,2
5773,3
5774,3
5775,0
5776,3
5777,3
5778,5
5779,1
5780,0
5781,4
5782,2
5783,6
5784,1
5785,0
5786,3
5787,3
5788,4
5789,2
5790,2
5791,1
5792,0
5793,6
